,1
0,0.06508430093541667
1,0.06219350910167338
2,0.05956860860473602
3,0.058594954018009536
4,0.0555571733756181
5,0.06749073966512531
6,0.061637309203468015
7,0.06406670151877181
8,0.07454517928253405
9,0.06296089756618159
10,0.07131242710961624
11,0.0681326424688298
12,0.06444102073118158
13,0.05334287058301708
14,0.07591114039733979
15,0.05858293925087185
16,0.05024956357055367
17,0.07154692894490679
18,0.06545026305655229
19,0.06666154339303855
20,0.05196866183308917
21,0.060220090405278585
22,0.06187908391338605
23,0.06639249837875351
24,0.06003565324405911
25,0.06763072354949606
26,0.06638113548823403
27,0.06391104802326146
28,0.06651468319376193
29,0.0721714973509993
30,0.06975261451672211
31,0.05481024189450162
32,0.0722642345172327
33,0.07324802461111384
34,0.0675563582882925
35,0.06552451293884419
36,0.06499396067011554
37,0.0679918312625167
38,0.08739581556298828
39,0.060632191258553826
40,0.06695637707505198
41,0.07178335501579296
42,0.0630747130523949
43,0.05779860875289267
44,0.06343626548394385
45,0.06844976300491028
46,0.06783159614691675
47,0.06590557447009969
48,0.07043253287452009
49,0.058943994988537904
50,0.0659388941830192
51,0.0702129703801824
52,0.06396108332893169
53,0.07602182709426196
54,0.06781896579376297
55,0.05802353411683128
56,0.06776607223271258
57,0.07445166118216101
58,0.07607338052319948
59,0.07518451208077306
60,0.08894194318900242
61,0.07932473712536635
62,0.07486369637486787
63,0.07036436988108136
64,0.0636520105988145
65,0.07870445620390443
66,0.09246667095642895
67,0.07587891195701614
68,0.07784872586131128
69,0.06246690546718021
70,0.054422501422189955
71,0.06008086765148775
72,0.0669883172353063
73,0.06702275535899052
74,0.06756595872092144
75,0.06233604939198783
76,0.07004996256835744
77,0.054860596820824656
78,0.05787484369187138
79,0.0800578445224055
80,0.07176349838780732
81,0.07724191173691629
82,0.06401334870614878
83,0.06803424180786885
84,0.06972443930321555
85,0.08394297391178043
86,0.0682043955342019
87,0.0767979607991292
88,0.09886392756763955
89,0.07282248167301093
90,0.08969633161789084
91,0.07560827377163767
92,0.06653364673235064
93,0.09363576862620296
94,0.07890186983520353
95,0.06760026421883399
96,0.09116682800452881
97,0.06572763421520762
98,0.07533927669228938
99,0.07652302628915117
