,1
0,48.66027796
1,48.72325653
2,48.60302561
3,48.446509
4,48.74569358
5,48.81550564
6,48.87177959
7,48.73955989
8,48.52291379
9,48.66603584
10,48.77702513
11,48.88838921
12,48.72344705
13,48.64577583
14,48.68246653
15,48.77804314
16,48.89759049
17,49.05103484
18,48.72136829
19,48.80312394
20,48.78144911
21,48.57450022
22,48.61409284
23,48.68321526
24,48.77659419
25,48.80929777
26,48.84161224
27,48.79925734
28,48.76394401
29,48.56488834
30,48.57563129
31,48.61672367
32,48.59515921
33,48.84099294
34,48.76868029
35,48.74573195
36,48.70873819
37,48.72035152
38,49.01485658
39,48.75342697
40,48.6208424
41,48.60075965
42,48.70482993
43,48.51586256
44,48.5438963
45,48.44031234
46,48.4888735
47,48.56721619
48,48.53124553
49,48.64246537
50,48.65259058
51,48.73374359
52,48.82072915
53,48.75539169
54,48.73312511
55,48.76323487
56,48.54802096
57,48.68165893
58,48.73156961
59,48.70782374
60,48.60346828
61,48.51727009
62,48.46009783
63,48.71221527
64,48.9055329
65,48.42919807
66,48.59261782
67,48.33661733
68,48.30125911
69,48.18975698
70,48.22937658
71,48.22345443
72,48.10680434
73,48.1674465
74,47.98999986
75,47.92432533
76,47.95040582
77,48.02098353
78,47.94680275
79,47.84347846
80,48.10018556
81,47.92068544
82,48.0829633
83,48.23470066
84,47.99378106
85,48.27742229
86,48.4512588
87,48.33412083
88,48.41740367
89,48.3424307
90,48.19140921
91,48.15146119
92,48.2473954
93,48.30835216
94,48.38947854
95,48.30173242
96,48.17470409
97,48.10687638
98,48.26964398
99,48.2814065
