,1
0,2.7614743232775005
1,2.66763208388875
2,2.6557990646225007
3,2.59780446053125
4,2.6033185768262497
5,2.60787019729375
6,2.6372695732299998
7,2.65626112938125
8,2.6779052734375
9,2.67299369812
10,2.6799998664875
11,2.63159248352125
12,2.72360770225375
13,2.5848789405950003
14,2.55918864249375
15,2.5731719207925
16,2.52266778946
17,2.491585597995
18,2.5913859081337502
19,2.56077836036625
20,2.5300754642287497
21,2.5238177871775003
22,2.4282322406937498
23,2.4375920963337503
24,2.45725662231375
25,2.46376439097625
26,2.466370429995
27,2.46909878731125
28,2.4086727047025
29,2.4248252200825
30,2.42325990676875
31,2.33967541694125
32,2.4209413624000002
33,2.4150205707537498
34,2.40831740378875
35,2.4325574874799996
36,2.44397622107875
37,2.3733777904312503
38,2.36464964865
39,2.4323573494062503
40,2.42584105492625
41,2.45970905303875
42,2.4792717170550005
43,2.46218232153125
44,2.51707213402375
45,2.4607651710575
46,2.4710547256375
47,2.45494123457625
48,2.42146593093625
49,2.3889297103787497
50,2.4835072231275
51,2.4763026905074996
52,2.44703451158125
53,2.392389707565
54,2.39389015198375
55,2.4939208602937497
56,2.40682527542
57,2.41780531882875
58,2.4519404125300004
59,2.47083792687125
60,2.4932959270575
61,2.51965355873625
62,2.526742391575
63,2.54700182915125
64,2.55992237092125
65,2.6221998882300004
66,2.5825818061962504
67,2.5774768543475
68,2.688108406065
69,2.6588481044399996
70,2.644577617655
71,2.69869935036625
72,2.6917975425700003
73,2.731940279035
74,2.7598200702637494
75,2.7548053550624996
76,2.7693091392412503
77,2.88151530266
78,2.806204309465
79,2.8490762901375
80,2.8861735248625
81,2.9148576164424997
82,2.86539721489625
83,2.8533154487775
84,2.8836622810412496
85,2.84163636209375
86,2.84485527994125
87,2.7949300289425
88,2.8252446651499996
89,2.8145608520412497
90,2.8231253147075
91,2.90208786963875
92,2.9560920429287503
93,2.95350010872125
94,3.0060787010125
95,3.0133582210325
96,2.985078554155
97,3.0190738487174995
98,3.0384405517624997
99,3.00167021752625
