,1
0,48.34138020596251
1,48.435115673474996
2,48.30088713040001
3,48.237966141962495
4,48.457447027175
5,48.437876903100005
6,48.5168316617875
7,48.360267270175
8,48.265798603662496
9,48.344383580125
10,48.498170810187496
11,48.575985929137495
12,48.41150488715
13,48.38529563
14,48.43633952792499
15,48.4488450256375
16,48.60584562185
17,48.53395390263749
18,48.425134608125006
19,48.4751422040375
20,48.4089392402
21,48.256221031175
22,48.377010268387494
23,48.3185091105
24,48.440795875725
25,48.454828047824996
26,48.526005978925006
27,48.4890210528375
28,48.4516392125375
29,48.289655516174996
30,48.326561891587495
31,48.2682259507375
32,48.27706218624999
33,48.43742039045001
34,48.406060531875
35,48.4172030811625
36,48.29164136211249
37,48.36537213605
38,48.39468070293749
39,48.351153298225
40,48.31757986327501
41,48.188835376525006
42,48.35723351275001
43,48.255293120137495
44,48.25367337943751
45,48.180806326500004
46,48.139698724424996
47,48.2047645692125
48,48.13342665498751
49,48.2657914223625
50,48.321628422875
51,48.320212773975
52,48.347288495537505
53,48.2626706602
54,48.2699779177
55,48.1854800190125
56,48.104048732212505
57,48.0590658585625
58,48.184326061175
59,48.17675960588751
60,48.1412907354625
61,48.063017142425
62,48.0218376813125
63,48.02595135905
64,48.053436548099995
65,48.003655651212505
66,47.9680274341875
67,47.8989663147375
68,47.9030946305875
69,47.839348052987496
70,47.985891838187506
71,47.816003040875
72,47.8208557979
73,47.81455318088751
74,47.657080623662495
75,47.65158883305
76,47.667071108437504
77,47.6059564832375
78,47.590432636
79,47.5500070130625
80,47.652803722399995
81,47.640924205275
82,47.75334664870001
83,47.8343480680375
84,47.709274370112496
85,47.642125468474994
86,47.645670150674995
87,47.7267793396
88,47.7687550938
89,47.71232174857501
90,47.6457849153
91,47.6423721253875
92,47.812450966449994
93,47.8307769887
94,47.982236320925004
95,47.8617208476375
96,47.7627289319625
97,47.77271340675
98,47.8832138032875
99,47.987772826012495
