,0,1
0,341.3360883,2.531471252
1,341.3460393,2.500366211
2,341.3559903,2.482254028
3,341.3659412,2.482254028
4,341.3758922,2.511398315
5,341.3858432,2.498573303
6,341.3957943,2.473091125
7,341.4057453,2.428276062
8,341.4156953,2.484565735
9,341.4256463,2.522712708
10,341.4355973,2.522850037
11,341.4455482,2.541633606
12,341.4554992,2.505134583
13,341.4654503,2.510848999
14,341.4754013,2.572624207
15,341.4853523,2.539825439
16,341.4953033,2.606895447
17,341.5052533,2.602798462
18,341.5152042,2.567703247
19,341.5251552,2.522857666
20,341.5351062,2.560112
21,341.5450573,2.475997925
22,341.5550083,2.410652161
23,341.5649593,2.428581238
24,341.5749103,2.440711975
25,341.5848613,2.460388184
26,341.5948112,2.499183655
27,341.6047622,2.518585205
28,341.6147133,2.499961853
29,341.6246643,2.483360291
30,341.6346153,2.466400146
31,341.6445663,2.444122314
32,341.6545173,2.482521057
33,341.6644683,2.541122437
34,341.6744182,2.542999268
35,341.6843692,2.609542847
36,341.6943203,2.555183411
37,341.7042713,2.534973145
38,341.7142223,2.465110779
39,341.7241733,2.494186401
40,341.7341243,2.519340515
41,341.7440752,2.507087708
42,341.7540262,2.518783569
43,341.7639763,2.536933899
44,341.7739273,2.552963257
45,341.7838783,2.612190247
46,341.7938293,2.590049744
47,341.8037803,2.594680786
48,341.8137313,2.617301941
49,341.8236822,2.665237427
50,341.8336332,2.593429565
51,341.8435843,2.551261902
52,341.8535343,2.566078186
53,341.8634853,2.55266571
54,341.8734363,2.592010498
55,341.8833873,2.585121155
56,341.8933382,2.569068909
57,341.9032892,2.527809143
58,341.9132402,2.556304932
59,341.9231913,2.56287384
60,341.9331423,2.531341553
61,341.9430923,2.475189209
62,341.9530433,2.407463074
63,341.9629943,2.407661438
64,341.9729452,2.41330719
65,341.9828962,2.388717651
66,341.9928473,2.448768616
67,342.0027983,2.486404419
68,342.0127493,2.502349854
69,342.0226983,2.502426147
70,342.0326493,2.448814392
71,342.0426003,2.448814392
